show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,month_name,duration_minutes,duration_seasons,primary_country,primary_genre,content_age_at_addition,is_multi_country,is_multi_genre,genre_count,cast_count,era,rating_category
s05468,Movie,Untitled Film 1973,Marcus Raboy,"Actor 223, Actor 486, Actor 82",Thailand,2018-04-28,2005,PG-13,106 min,"Horror Movies, Action & Adventure","When the rules no longer apply, how far will you go to protect what you love?",2018,4,Apr,106.0,,Thailand,Horror Movies,13.0,0,1,2,3,2000s,Teens
s05469,Movie,Untitled Film 2563,Director 22,"Actor 74, Actor 316, Actor 105, Tom Hanks, Actor 262",United States,2010-09-24,1953,PG,112 min,"Music & Musicals, Romantic Movies",A single decision ripples through generations in this powerful generational saga.,2010,9,Sep,112.0,,United States,Music & Musicals,57.0,0,1,2,5,Pre-1980s,Teens
s05470,Movie,Untitled Film 302,Unknown,"Actor 326, Actor 8, Actor 152, Actor 376, Actor 145, Actor 416, Actor 394",United States,2010-08-21,1950,PG,103 min,"Music & Musicals, Anime Features",A gripping story of survival and redemption set against breathtaking landscapes.,2010,8,Aug,103.0,,United States,Music & Musicals,60.0,0,1,2,7,Pre-1980s,Teens
s05471,Movie,Untitled Film 1151,Director 176,"Actor 444, Actor 376, Actor 304, Actor 193, Actor 256, Actor 464, Actor 211",United States,2016-04-09,1978,PG-13,199 min,"Cult Movies, Horror Movies",An unlikely friendship forms between two strangers in extraordinary circumstances.,2016,4,Apr,199.0,,United States,Cult Movies,38.0,0,1,2,7,Pre-1980s,Teens
s05472,TV Show,Untitled Series 1181,Director 111,"Actor 216, Actor 83, Actor 12","India, Poland",2013-10-22,2009,TV-Y7,2 Seasons,Docuseries,A single decision ripples through generations in this powerful generational saga.,2013,10,Oct,,2.0,India,Docuseries,4.0,1,0,1,3,2000s,Kids
s05473,Movie,Untitled Film 4012,Director 73,"Actor 367, Actor 168, Actor 64, Actor 359, Actor 237",United States,2019-10-24,1991,TV-MA,68 min,Stand-Up Comedy,A single decision ripples through generations in this powerful generational saga.,2019,10,Oct,68.0,,United States,Stand-Up Comedy,28.0,0,0,1,5,1990s,Adults
s05474,TV Show,Untitled Series 1880,Director 84,"Actor 109, Actor 344, Actor 28, Actor 153, Actor 491",United Kingdom,2014-07-20,1980,TV-14,5 Seasons,British TV Shows,An unlikely friendship forms between two strangers in extraordinary circumstances.,2014,7,Jul,,5.0,United Kingdom,British TV Shows,34.0,0,0,1,5,1980s,Teens
s05475,Movie,Untitled Film 5216,Director 148,"Actor 67, Actor 84, Actor 254, Actor 87, Om Puri, Actor 21, Actor 331",Brazil,2012-01-01,1983,PG,81 min,"Horror Movies, Children & Family Movies",An unlikely friendship forms between two strangers in extraordinary circumstances.,2012,1,Jan,81.0,,Brazil,Horror Movies,29.0,0,1,2,7,1980s,Teens
s05476,TV Show,Untitled Series 2444,Director 8,"Actor 335, Actor 25, Actor 172","United States, Australia",2019-10-03,1970,TV-MA,2 Seasons,"TV Sci-Fi & Fantasy, Romantic TV Shows",A gripping story of survival and redemption set against breathtaking landscapes.,2019,10,Oct,,2.0,United States,TV Sci-Fi & Fantasy,49.0,1,1,2,3,Pre-1980s,Adults
s05477,Movie,Untitled Film 537,Unknown,"Actor 241, Actor 136, Actor 150",United States,2018-03-08,1982,PG,164 min,Thrillers,A young entrepreneur bets everything on a revolutionary idea that could change the world.,2018,3,Mar,164.0,,United States,Thrillers,36.0,0,0,1,3,1980s,Teens
s05478,TV Show,Untitled Series 1485,Director 187,"Actor 76, Actor 176, Actor 50",United States,2010-11-04,1982,TV-MA,1 Season,"Teen TV Shows, Classic & Cult TV, Anime Series","When the rules no longer apply, how far will you go to protect what you love?",2010,11,Nov,,1.0,United States,Teen TV Shows,28.0,0,1,3,3,1980s,Adults
s05479,TV Show,Untitled Series 1236,Director 99,"Shun Oguri, Actor 165, Actor 65",Turkey,2008-12-10,2010,TV-G,3 Seasons,International TV Shows,An unlikely friendship forms between two strangers in extraordinary circumstances.,2008,12,Dec,,3.0,Turkey,International TV Shows,0.0,0,0,1,3,2010s,Kids
s05480,Movie,Untitled Film 6047,Director 90,"Actor 47, Actor 22, Actor 300, Actor 140, Actor 9",Germany,2021-09-02,2015,TV-G,125 min,"Action & Adventure, International Movies",Ancient myths intertwine with modern life in this visually stunning epic.,2021,9,Sep,125.0,,Germany,Action & Adventure,6.0,0,1,2,5,2010s,Kids
s05481,TV Show,Untitled Series 1694,Director 95,"Actor 73, Antonio Banderas, Actor 106, Actor 212, Actor 297, Actor 426, Actor 446",India,2014-06-07,1978,TV-14,1 Season,"Anime Series, TV Thrillers",A detective must race against time to solve a series of mysterious disappearances.,2014,6,Jun,,1.0,India,Anime Series,36.0,0,1,2,7,Pre-1980s,Teens
s05482,TV Show,Untitled Series 2313,Director 156,"Actor 114, Actor 96, Actor 480",Australia,2010-03-03,1977,TV-MA,1 Season,Docuseries,A detective must race against time to solve a series of mysterious disappearances.,2010,3,Mar,,1.0,Australia,Docuseries,33.0,0,0,1,3,Pre-1980s,Adults
s05483,TV Show,Untitled Series 383,Unknown,"Actor 197, Javier Bardem, Actor 400, Actor 256, Actor 155",Germany,2014-04-01,1983,TV-14,5 Seasons,"Reality TV, TV Comedies","Secrets buried for decades resurface, threatening to destroy everything.",2014,4,Apr,,5.0,Germany,Reality TV,31.0,0,1,2,5,1980s,Teens
s05484,Movie,Untitled Film 2315,Director 13,"Actor 373, Actor 227, Actor 214",United States,2018-08-31,1961,R,159 min,Documentaries,A single decision ripples through generations in this powerful generational saga.,2018,8,Aug,159.0,,United States,Documentaries,57.0,0,0,1,3,Pre-1980s,Adults
s05485,TV Show,Untitled Series 841,Director 46,"Actor 342, Actor 378, Actor 91, Actor 241, Actor 146, Actor 379, Actor 402",Mexico,2016-09-27,1999,TV-MA,6 Seasons,"TV Dramas, British TV Shows","Love, loss, and laughter collide in this heartwarming family drama.",2016,9,Sep,,6.0,Mexico,TV Dramas,17.0,0,1,2,7,1990s,Adults
s05486,Movie,Untitled Film 6059,Director 125,"Actor 188, Actor 392, Actor 94, Actor 316, Actor 475",United States,2008-02-07,1952,TV-MA,103 min,Thrillers,"Secrets buried for decades resurface, threatening to destroy everything.",2008,2,Feb,103.0,,United States,Thrillers,56.0,0,0,1,5,Pre-1980s,Adults
s05487,Movie,Untitled Film 4483,Director 75,"Actor 162, Actor 494, Actor 157, Park Shin-hye, Actor 91, Actor 29, Actor 480",Hong Kong,2010-10-05,2015,R,195 min,Anime Features,A single decision ripples through generations in this powerful generational saga.,2010,10,Oct,195.0,,Hong Kong,Anime Features,0.0,0,0,1,7,2010s,Adults
s05488,Movie,Untitled Film 6103,Director 109,"Actor 209, Actor 476, Actor 210, Actor 164, Actor 9, Actor 163, Actor 344",United States,2018-11-28,2020,TV-14,80 min,Classic Movies,"Love, loss, and laughter collide in this heartwarming family drama.",2018,11,Nov,80.0,,United States,Classic Movies,0.0,0,0,1,7,2020s,Teens
s05489,TV Show,Untitled Series 1669,Director 189,"Actor 404, Actor 20, Actor 483",United States,2018-06-23,2018,TV-PG,1 Season,TV Sci-Fi & Fantasy,"When the rules no longer apply, how far will you go to protect what you love?",2018,6,Jun,,1.0,United States,TV Sci-Fi & Fantasy,0.0,0,0,1,3,2010s,Teens
s05490,Movie,Untitled Film 658,Director 167,"Actor 323, Actor 354, Actor 178, Actor 212, Actor 78, Actor 478, Actor 328",United States,2019-08-13,1985,R,79 min,"Dramas, International Movies, Classic Movies",Ancient myths intertwine with modern life in this visually stunning epic.,2019,8,Aug,79.0,,United States,Dramas,34.0,0,1,3,7,1980s,Adults
s05491,TV Show,Untitled Series 290,Director 24,"Actor 222, Actor 467, Actor 59",United Kingdom,2009-09-03,1977,TV-14,5 Seasons,Anime Series,"Secrets buried for decades resurface, threatening to destroy everything.",2009,9,Sep,,5.0,United Kingdom,Anime Series,32.0,0,0,1,3,Pre-1980s,Teens
s05492,Movie,Untitled Film 4590,Director 63,"Actor 425, Actor 290, Actor 304, Actor 467, Actor 342",Australia,2017-02-28,2013,PG-13,89 min,Music & Musicals,A detective must race against time to solve a series of mysterious disappearances.,2017,2,Feb,89.0,,Australia,Music & Musicals,4.0,0,0,1,5,2010s,Teens
s05493,TV Show,Untitled Series 462,Director 76,Unknown,United States,2020-06-08,2011,TV-PG,5 Seasons,Crime TV Shows,A young entrepreneur bets everything on a revolutionary idea that could change the world.,2020,6,Jun,,5.0,United States,Crime TV Shows,9.0,0,0,1,0,2010s,Teens
s05494,Movie,Untitled Film 5225,Director 165,"Actor 105, Actor 166, Actor 43, Actor 131, Actor 232",United States,2010-03-02,2002,R,194 min,"Thrillers, Comedies",A gripping story of survival and redemption set against breathtaking landscapes.,2010,3,Mar,194.0,,United States,Thrillers,8.0,0,1,2,5,2000s,Adults
s05495,TV Show,Untitled Series 2479,Director 8,"Actor 254, Yoon Kye-sang, Actor 160, Actor 47, Actor 21, Actor 41, Actor 7",United States,2011-04-28,1990,TV-MA,8 Seasons,"Kids' TV, Reality TV",A young entrepreneur bets everything on a revolutionary idea that could change the world.,2011,4,Apr,,8.0,United States,Kids' TV,21.0,0,1,2,7,1990s,Adults
s05496,Movie,Untitled Film 567,Director 91,"Yoon Kye-sang, Actor 222, Actor 83, Actor 497, Actor 344","Japan, Australia",2018-05-21,1971,R,86 min,Horror Movies,A young entrepreneur bets everything on a revolutionary idea that could change the world.,2018,5,May,86.0,,Japan,Horror Movies,47.0,1,0,1,5,Pre-1980s,Adults
s05497,TV Show,Untitled Series 76,Director 65,"Actor 161, Actor 267, Actor 216, Actor 423, Actor 12",United States,2015-07-17,2015,TV-MA,4 Seasons,Crime TV Shows,A gripping story of survival and redemption set against breathtaking landscapes.,2015,7,Jul,,4.0,United States,Crime TV Shows,0.0,0,0,1,5,2010s,Adults
s05498,Movie,Untitled Film 3586,Director 56,"Actor 374, Actor 410, Actor 252",India,2009-02-01,1987,R,124 min,"Sports Movies, Anime Features","Secrets buried for decades resurface, threatening to destroy everything.",2009,2,Feb,124.0,,India,Sports Movies,22.0,0,1,2,3,1980s,Adults
s05499,Movie,Untitled Film 5506,Director 44,"Actor 138, Actor 431, Actor 89","United States, Philippines",2011-05-04,1996,PG,116 min,LGBTQ Movies,An unlikely friendship forms between two strangers in extraordinary circumstances.,2011,5,May,116.0,,United States,LGBTQ Movies,15.0,1,0,1,3,1990s,Teens
s05500,TV Show,Untitled Series 822,Director 8,"Actor 157, Actor 411, Actor 252, Actor 479, Actor 90",United States,2021-04-20,1962,TV-G,1 Season,TV Thrillers,An unlikely friendship forms between two strangers in extraordinary circumstances.,2021,4,Apr,,1.0,United States,TV Thrillers,59.0,0,0,1,5,Pre-1980s,Kids
s05501,Movie,Untitled Film 276,Director 41,"Actor 424, Actor 138, Actor 479, Actor 99, Actor 434, Actor 179, Actor 241","United Kingdom, Philippines",2011-12-30,1963,PG,70 min,Sports Movies,A young entrepreneur bets everything on a revolutionary idea that could change the world.,2011,12,Dec,70.0,,United Kingdom,Sports Movies,48.0,1,0,1,7,Pre-1980s,Teens
s05502,Movie,Untitled Film 1804,Director 173,"Actor 419, Actor 368, Actor 394",Argentina,2017-05-04,1951,R,68 min,"Cult Movies, Sports Movies, Romantic Movies","Secrets buried for decades resurface, threatening to destroy everything.",2017,5,May,68.0,,Argentina,Cult Movies,66.0,0,1,3,3,Pre-1980s,Adults
s05503,TV Show,Untitled Series 1685,Director 173,"Actor 78, Actor 429, Actor 315",Sweden,2009-12-08,2000,TV-MA,1 Season,Reality TV,"When the rules no longer apply, how far will you go to protect what you love?",2009,12,Dec,,1.0,Sweden,Reality TV,9.0,0,0,1,3,2000s,Adults
s05504,Movie,Untitled Film 232,Director 21,"Actor 395, Actor 259, Actor 69, Actor 105, Actor 371","Spain, Germany",2016-02-26,1953,TV-14,116 min,"Romantic Movies, International Movies, Horror Movies",A single decision ripples through generations in this powerful generational saga.,2016,2,Feb,116.0,,Spain,Romantic Movies,63.0,1,1,3,5,Pre-1980s,Teens
s05505,Movie,Untitled Film 4044,Unknown,"Actor 453, Actor 141, Actor 162, Actor 241, Actor 114",Brazil,2019-12-02,1960,TV-G,190 min,"Faith & Spirituality, Dramas",Ancient myths intertwine with modern life in this visually stunning epic.,2019,12,Dec,190.0,,Brazil,Faith & Spirituality,59.0,0,1,2,5,Pre-1980s,Kids
s05506,Movie,Untitled Film 5910,Director 3,"Actor 402, Actor 494, Actor 196",United States,2013-01-01,1973,PG,167 min,Comedies,A single decision ripples through generations in this powerful generational saga.,2013,1,Jan,167.0,,United States,Comedies,40.0,0,0,1,3,Pre-1980s,Teens
s05507,TV Show,Untitled Series 1125,Director 77,"Actor 459, Actor 287, Actor 326",United States,2020-10-04,1958,TV-MA,1 Season,"Teen TV Shows, TV Dramas","In a world on the brink of collapse, one person holds the key to salvation.",2020,10,Oct,,1.0,United States,Teen TV Shows,62.0,0,1,2,3,Pre-1980s,Adults
s05508,TV Show,Untitled Series 1897,Martin Scorsese,"Actor 330, Actor 193, Actor 95",Egypt,2021-09-08,1972,TV-Y,1 Season,"Reality TV, TV Sci-Fi & Fantasy",A gripping story of survival and redemption set against breathtaking landscapes.,2021,9,Sep,,1.0,Egypt,Reality TV,49.0,0,1,2,3,Pre-1980s,Kids
s05509,TV Show,Untitled Series 569,Director 130,"Actor 14, Actor 54, Actor 409, Actor 441, Jun Ji-hyun, Actor 428, Actor 187",United States,2018-06-07,2015,TV-MA,1 Season,"TV Horror, Reality TV","Love, loss, and laughter collide in this heartwarming family drama.",2018,6,Jun,,1.0,United States,TV Horror,3.0,0,1,2,7,2010s,Adults
s05510,TV Show,Untitled Series 2186,Director 175,"Actor 385, Actor 492, Actor 473",India,2019-02-14,2019,TV-MA,1 Season,"Talk Shows & Variety, TV Mysteries, Teen TV Shows",A young entrepreneur bets everything on a revolutionary idea that could change the world.,2019,2,Feb,,1.0,India,Talk Shows & Variety,0.0,0,1,3,3,2010s,Adults
s05511,Movie,Untitled Film 621,Director 45,"Actor 379, Actor 112, Actor 67, Actor 113, Actor 54",United States,2017-12-02,1974,PG-13,116 min,Documentaries,An unlikely friendship forms between two strangers in extraordinary circumstances.,2017,12,Dec,116.0,,United States,Documentaries,43.0,0,0,1,5,Pre-1980s,Teens
s05512,Movie,Untitled Film 4100,Director 10,"Actor 139, Actor 253, Actor 274",United States,2010-12-30,2001,TV-MA,146 min,Faith & Spirituality,"In a world on the brink of collapse, one person holds the key to salvation.",2010,12,Dec,146.0,,United States,Faith & Spirituality,9.0,0,0,1,3,2000s,Adults
s05513,Movie,Untitled Film 2055,Director 43,"Actor 130, Actor 182, Actor 482, Actor 362, Actor 74",Japan,2016-11-29,1997,G,187 min,"Thrillers, Cult Movies, Sports Movies","When the rules no longer apply, how far will you go to protect what you love?",2016,11,Nov,187.0,,Japan,Thrillers,19.0,0,1,3,5,1990s,Kids
s05514,Movie,Untitled Film 3307,Ava DuVernay,"Actor 399, Actor 410, Actor 370, Actor 4, Actor 294",Sweden,2011-08-10,1986,TV-MA,81 min,"Cult Movies, Comedies, Music & Musicals","When the rules no longer apply, how far will you go to protect what you love?",2011,8,Aug,81.0,,Sweden,Cult Movies,25.0,0,1,3,5,1980s,Adults
s05515,TV Show,Untitled Series 179,Director 98,"Actor 150, Actor 379, Actor 424, Actor 233, Actor 270, Actor 339, Actor 213",United States,2021-10-02,1971,TV-MA,4 Seasons,"International TV Shows, Anime Series, TV Thrillers",A gripping story of survival and redemption set against breathtaking landscapes.,2021,10,Oct,,4.0,United States,International TV Shows,50.0,0,1,3,7,Pre-1980s,Adults
s05516,Movie,Untitled Film 6438,Director 42,"Actor 177, Actor 210, Actor 312",United States,2016-07-13,1988,TV-MA,91 min,"Stand-Up Comedy, Horror Movies","Secrets buried for decades resurface, threatening to destroy everything.",2016,7,Jul,91.0,,United States,Stand-Up Comedy,28.0,0,1,2,3,1980s,Adults
s05517,Movie,Untitled Film 3569,Director 97,"Actor 472, Actor 48, Actor 107, Actor 313, Actor 384, Actor 64, Actor 78",United Kingdom,2015-01-10,1951,NR,74 min,Children & Family Movies,A single decision ripples through generations in this powerful generational saga.,2015,1,Jan,74.0,,United Kingdom,Children & Family Movies,64.0,0,0,1,7,Pre-1980s,Adults
s05518,TV Show,Untitled Series 1156,Director 50,"Actor 461, Actor 39, Actor 82, Actor 446, Actor 493",Hong Kong,2010-05-22,2015,TV-Y7,4 Seasons,"Kids' TV, Korean TV Shows","Secrets buried for decades resurface, threatening to destroy everything.",2010,5,May,,4.0,Hong Kong,Kids' TV,0.0,0,1,2,5,2010s,Kids
s05519,Movie,Untitled Film 1077,Ridley Scott,"Actor 314, Actor 396, Actor 479, Actor 347, Actor 452, Actor 415, Actor 49",Australia,2017-06-06,1987,PG,80 min,"Horror Movies, Dramas",An unlikely friendship forms between two strangers in extraordinary circumstances.,2017,6,Jun,80.0,,Australia,Horror Movies,30.0,0,1,2,7,1980s,Teens
s05520,Movie,Untitled Film 2662,Director 70,"Actor 396, Actor 77, Actor 307, Actor 152, Actor 318",United States,2020-10-28,2015,R,190 min,LGBTQ Movies,A single decision ripples through generations in this powerful generational saga.,2020,10,Oct,190.0,,United States,LGBTQ Movies,5.0,0,0,1,5,2010s,Adults
s05521,Movie,Untitled Film 4123,Director 120,Unknown,"United States, Turkey",2018-06-20,1971,R,85 min,"Children & Family Movies, Comedies","Love, loss, and laughter collide in this heartwarming family drama.",2018,6,Jun,85.0,,United States,Children & Family Movies,47.0,1,1,2,0,Pre-1980s,Adults
s05522,Movie,Untitled Film 916,Director 77,"Actor 397, Naseeruddin Shah, Actor 328, Shah Rukh Khan, Actor 475",United States,2013-06-12,2017,TV-MA,172 min,Stand-Up Comedy,"Secrets buried for decades resurface, threatening to destroy everything.",2013,6,Jun,172.0,,United States,Stand-Up Comedy,0.0,0,0,1,5,2010s,Adults
s05523,TV Show,Untitled Series 354,Director 190,"Actor 373, Actor 173, Actor 125, Actor 64, Actor 377",United States,2015-05-24,1973,TV-MA,1 Season,Romantic TV Shows,A gripping story of survival and redemption set against breathtaking landscapes.,2015,5,May,,1.0,United States,Romantic TV Shows,42.0,0,0,1,5,Pre-1980s,Adults
s05524,Movie,Extraction,Director 26,"Actor 448, Actor 250, Actor 249",United States,2015-03-18,1962,R,174 min,"Cult Movies, Dramas",An unlikely friendship forms between two strangers in extraordinary circumstances.,2015,3,Mar,174.0,,United States,Cult Movies,53.0,0,1,2,3,Pre-1980s,Adults
