show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s05628,Movie,Untitled Film 5993,Director 100,"Tom Hanks, Actor 363, Actor 433, Actor 311, Actor 417, Actor 88, Actor 290",United Kingdom,"February 24, 2013",1959,R,130 min,"Dramas, Stand-Up Comedy","When the rules no longer apply, how far will you go to protect what you love?"
s05629,Movie,Untitled Film 4434,Director 61,"Actor 38, Actor 425, Actor 141","United States, Indonesia","December 31, 2014",1985,PG-13,134 min,"Sports Movies, Children & Family Movies","When the rules no longer apply, how far will you go to protect what you love?"
s05630,Movie,Untitled Film 707,Director 184,"Actor 406, Actor 342, Actor 41, Actor 92, Actor 374",United States,"November 23, 2016",1957,NR,65 min,Cult Movies,A single decision ripples through generations in this powerful generational saga.
s05631,Movie,Untitled Film 526,Director 114,"Actor 344, Actor 16, Actor 496",Australia,"August 28, 2014",2008,NR,165 min,"Documentaries, Romantic Movies, Sci-Fi & Fantasy","When the rules no longer apply, how far will you go to protect what you love?"
s05632,Movie,Untitled Film 4089,Director 14,"Actor 328, Actor 196, Actor 98",Australia,"July 27, 2012",1996,NR,152 min,"Romantic Movies, Dramas","In a world on the brink of collapse, one person holds the key to salvation."
s05633,Movie,Untitled Film 577,Director 78,"Actor 71, Actor 350, Actor 326, Actor 258, Actor 128",United States,"March 31, 2008",1956,R,78 min,"Dramas, Horror Movies",Ancient myths intertwine with modern life in this visually stunning epic.
s05634,Movie,Untitled Film 3205,Director 42,"Actor 234, Actor 447, Actor 260","United Kingdom, Germany","July 10, 2013",1961,PG-13,77 min,Comedies,"Love, loss, and laughter collide in this heartwarming family drama."
s05635,Movie,Untitled Film 3388,Director 172,"Anupam Kher, Actor 137, Actor 289",United States,"February 25, 2020",2002,PG,109 min,"LGBTQ Movies, Classic Movies","Secrets buried for decades resurface, threatening to destroy everything."
s05636,Movie,Untitled Film 4002,Director 101,"Actor 165, Actor 343, Actor 289",Japan,"April 29, 2018",1980,NR,138 min,International Movies,"When the rules no longer apply, how far will you go to protect what you love?"
s05637,Movie,Untitled Film 5053,Director 54,"Actor 470, Actor 464, Actor 237",India,"November 01, 2015",1996,TV-G,83 min,Children & Family Movies,"In a world on the brink of collapse, one person holds the key to salvation."
s05638,Movie,Untitled Film 4754,Director 173,"Actor 346, Actor 420, Actor 359, Actor 351, Actor 334, Actor 49, Actor 483",South Korea,"July 09, 2014",1982,UR,62 min,"Action & Adventure, Sports Movies, Faith & Spirituality","When the rules no longer apply, how far will you go to protect what you love?"
s05639,TV Show,Untitled Series 532,Director 66,"Actor 477, Actor 433, Actor 474, Actor 26, Actor 150","United States, Nigeria","December 13, 2019",1965,TV-PG,1 Season,Romantic TV Shows,A young entrepreneur bets everything on a revolutionary idea that could change the world.
s05640,Movie,Untitled Film 428,Director 158,"Actor 123, Actor 369, Actor 137",Thailand,"January 03, 2014",2015,PG,93 min,Comedies,"In a world on the brink of collapse, one person holds the key to salvation."
s05641,TV Show,Untitled Series 2256,Director 56,"Actor 377, Actor 219, Actor 407, Actor 294, Actor 298","United States, Nigeria","January 17, 2019",2019,TV-G,2 Seasons,"Spanish-Language TV Shows, British TV Shows","Secrets buried for decades resurface, threatening to destroy everything."
s05642,TV Show,Untitled Series 1720,Director 165,"Actor 286, Actor 124, Actor 108",United States,"February 02, 2017",1985,TV-G,2 Seasons,"TV Comedies, Kids' TV",An unlikely friendship forms between two strangers in extraordinary circumstances.
s05643,TV Show,Untitled Series 1272,Director 162,"Om Puri, Actor 242, Actor 93",United Kingdom,"January 04, 2008",2007,TV-Y7,1 Season,"Teen TV Shows, TV Mysteries",A detective must race against time to solve a series of mysterious disappearances.
s05644,Movie,Untitled Film 384,Director 190,"Actor 390, Actor 289, Actor 226, Actor 144, Actor 146",France,"May 23, 2018",1995,R,124 min,"Stand-Up Comedy, Dramas",An unlikely friendship forms between two strangers in extraordinary circumstances.
s05645,Movie,Untitled Film 4706,Director 106,"Actor 221, Actor 119, Actor 498",United States,"June 05, 2018",1955,PG-13,113 min,Anime Features,A detective must race against time to solve a series of mysterious disappearances.
s05646,Movie,Untitled Film 3511,Director 56,"Actor 246, Naseeruddin Shah, Actor 115",United States,"February 15, 2012",1989,PG-13,131 min,"Independent Movies, Cult Movies","In a world on the brink of collapse, one person holds the key to salvation."
s05647,Movie,Untitled Film 3901,Director 101,"Actor 195, Actor 24, Actor 371, Actor 373, Actor 400","United States, Spain","May 14, 2009",1950,R,167 min,"Thrillers, LGBTQ Movies",An unlikely friendship forms between two strangers in extraordinary circumstances.
s05648,Movie,Untitled Film 3618,Director 176,"Actor 259, Actor 84, Actor 212","United States, Poland","September 04, 2019",2016,PG-13,178 min,"Faith & Spirituality, LGBTQ Movies",A single decision ripples through generations in this powerful generational saga.
s05649,TV Show,Untitled Series 87,Director 108,"Actor 68, Actor 392, Actor 479, Actor 267, Actor 483",United States,"April 06, 2012",2013,TV-14,3 Seasons,"TV Mysteries, Docuseries",A single decision ripples through generations in this powerful generational saga.
s05650,Movie,Untitled Film 4396,Director 161,"Actor 276, Actor 279, Actor 382, Actor 341, Actor 493, Tom Hanks, Actor 496",Sweden,"July 14, 2016",1962,TV-MA,154 min,"Anime Features, Documentaries",An unlikely friendship forms between two strangers in extraordinary circumstances.
s05651,Movie,Untitled Film 5089,Director 11,"Actor 83, Actor 319, Actor 274, Actor 183, Actor 178, Actor 464, Actor 244",Brazil,"July 27, 2011",1999,R,88 min,"International Movies, Anime Features, Sports Movies",A single decision ripples through generations in this powerful generational saga.
s05652,Movie,Untitled Film 5639,Director 179,"Actor 67, Actor 481, Actor 159, Actor 398, Actor 474, Actor 432, Actor 114",United States,"January 16, 2013",1987,PG-13,69 min,"Anime Features, LGBTQ Movies","Secrets buried for decades resurface, threatening to destroy everything."
s05653,Movie,Untitled Film 1549,Director 72,"Antonio Banderas, Actor 195, Actor 128",United States,"June 20, 2018",1968,TV-G,173 min,Stand-Up Comedy,"In a world on the brink of collapse, one person holds the key to salvation."
s05654,TV Show,Untitled Series 549,Jordan Peele,"Actor 499, Actor 202, Actor 123",Italy,"March 28, 2011",1970,TV-Y7,5 Seasons,Reality TV,Ancient myths intertwine with modern life in this visually stunning epic.
s05655,Movie,Untitled Film 3098,Director 128,"Actor 329, Actor 341, Actor 193",United States,"August 11, 2017",1986,PG,101 min,Music & Musicals,"In a world on the brink of collapse, one person holds the key to salvation."
s05656,Movie,Untitled Film 5970,Patty Jenkins,"Actor 277, Actor 263, Actor 153, Actor 179, Actor 210, Actor 416, Actor 311",United Kingdom,"September 11, 2010",1977,PG,146 min,"Dramas, LGBTQ Movies, Action & Adventure",A young entrepreneur bets everything on a revolutionary idea that could change the world.
s05657,Movie,Untitled Film 2023,,"Actor 208, Actor 179, Actor 52, Actor 170, Actor 423",Spain,"October 29, 2011",1992,R,90 min,Action & Adventure,A young entrepreneur bets everything on a revolutionary idea that could change the world.
s05658,TV Show,Untitled Series 1700,Director 84,"Actor 144, Actor 250, Actor 296, Actor 437, Actor 132",China,"October 15, 2018",1950,TV-Y,1 Season,"TV Horror, Korean TV Shows",A gripping story of survival and redemption set against breathtaking landscapes.
s05659,Movie,Untitled Film 5291,Director 16,"Actor 186, Actor 389, Actor 158",United States,"April 24, 2016",1984,PG,192 min,"Horror Movies, Anime Features, International Movies","In a world on the brink of collapse, one person holds the key to salvation."
s05660,Movie,Untitled Film 3684,Director 141,"Actor 352, Actor 251, Actor 155, Actor 20, Actor 456",United States,"February 13, 2015",2017,TV-PG,153 min,"Thrillers, Faith & Spirituality, LGBTQ Movies","In a world on the brink of collapse, one person holds the key to salvation."
s05661,Movie,Untitled Film 6480,Director 12,"Actor 46, Actor 316, Actor 32, Actor 248, Actor 62",United States,"September 07, 2010",1975,PG-13,160 min,Comedies,A young entrepreneur bets everything on a revolutionary idea that could change the world.
s05662,Movie,Untitled Film 3293,Director 68,"Actor 169, Actor 249, Actor 159",United Kingdom,"March 28, 2010",1989,PG-13,199 min,"Music & Musicals, Faith & Spirituality, Action & Adventure","In a world on the brink of collapse, one person holds the key to salvation."
s05663,Movie,Untitled Film 3266,Director 77,"Actor 23, Actor 220, Actor 261",United States,"August 24, 2021",1967,G,103 min,"LGBTQ Movies, Documentaries",A single decision ripples through generations in this powerful generational saga.
s05664,Movie,Untitled Film 4114,Director 127,"Actor 475, Actor 294, Actor 275, Actor 35, Actor 54",India,"April 02, 2011",2007,PG-13,139 min,Comedies,Ancient myths intertwine with modern life in this visually stunning epic.
s05665,Movie,Untitled Film 43,Director 155,"Amitabh Bachchan, Actor 370, Actor 258",India,"March 23, 2021",2017,R,161 min,Horror Movies,An unlikely friendship forms between two strangers in extraordinary circumstances.
s05666,Movie,Untitled Film 604,,"Actor 153, Actor 201, Actor 398, Actor 167, Actor 279",Sweden,"May 31, 2021",2012,PG-13,117 min,Sci-Fi & Fantasy,Ancient myths intertwine with modern life in this visually stunning epic.
s05667,Movie,Untitled Film 105,Park Chan-wook,"Naseeruddin Shah, Actor 193, Actor 176, Actor 278, Actor 467, Actor 168, Actor 132",Hong Kong,"August 11, 2019",2013,TV-MA,161 min,Classic Movies,"Love, loss, and laughter collide in this heartwarming family drama."
s05668,Movie,Untitled Film 2113,Director 19,"Actor 280, Actor 187, Actor 387",India,"June 05, 2013",1970,PG,120 min,"Romantic Movies, Sports Movies",An unlikely friendship forms between two strangers in extraordinary circumstances.
s05669,TV Show,Untitled Series 1725,,"Actor 79, Actor 456, Actor 472",United States,"November 03, 2015",1964,TV-14,1 Season,"British TV Shows, TV Thrillers",A young entrepreneur bets everything on a revolutionary idea that could change the world.
s05670,Movie,Untitled Film 6064,Director 15,"Actor 81, Denzel Washington, Actor 474, Actor 202, Actor 173, Actor 416, Actor 487",India,"June 14, 2009",2017,R,150 min,Thrillers,"Love, loss, and laughter collide in this heartwarming family drama."
s05671,TV Show,Untitled Series 281,Director 112,"Actor 84, Anupam Kher, Actor 36",United States,"July 08, 2011",2010,TV-PG,1 Season,"TV Thrillers, Crime TV Shows, Spanish-Language TV Shows","In a world on the brink of collapse, one person holds the key to salvation."
s05672,Movie,Untitled Film 3725,Director 168,"Actor 113, Actor 475, Actor 453, Actor 473, Actor 471, Actor 390, Actor 459",Japan,"February 24, 2013",2004,TV-14,66 min,Dramas,A young entrepreneur bets everything on a revolutionary idea that could change the world.
s05673,Movie,Untitled Film 4018,Raul Campos,"Actor 196, Actor 327, Actor 178",South Korea,"December 02, 2010",2012,TV-MA,142 min,"Stand-Up Comedy, Romantic Movies, Children & Family Movies",A young entrepreneur bets everything on a revolutionary idea that could change the world.
s05674,Movie,Untitled Film 921,Director 62,"Actor 491, Actor 180, Actor 159",United States,"March 30, 2009",1981,TV-14,84 min,"Stand-Up Comedy, Documentaries, Romantic Movies",Ancient myths intertwine with modern life in this visually stunning epic.
s05675,Movie,Untitled Film 4659,Director 3,"Actor 369, Actor 129, Actor 437, Actor 394, Actor 23, Actor 149, Anupam Kher","United States, Egypt","May 06, 2011",1976,TV-14,62 min,"Romantic Movies, International Movies",Ancient myths intertwine with modern life in this visually stunning epic.
s05676,TV Show,Untitled Series 1620,Youssef Chahine,"Actor 73, Actor 241, Actor 348, Actor 57, Actor 491",Egypt,"March 05, 2020",1958,TV-MA,7 Seasons,"TV Comedies, TV Sci-Fi & Fantasy","When the rules no longer apply, how far will you go to protect what you love?"
s05677,Movie,Untitled Film 3898,Director 132,"Actor 114, Actor 223, Actor 474",Italy,"December 16, 2015",2001,PG,157 min,Dramas,Ancient myths intertwine with modern life in this visually stunning epic.
s05678,Movie,Untitled Film 1759,Director 97,"Actor 114, Actor 26, Actor 8",Hong Kong,"November 05, 2012",1965,TV-MA,134 min,"Sci-Fi & Fantasy, Comedies","Secrets buried for decades resurface, threatening to destroy everything."
s05679,Movie,Untitled Film 4328,Director 59,"Actor 456, Actor 364, Actor 4, Actor 238, Actor 459","India, Japan","August 18, 2011",1984,TV-MA,138 min,Romantic Movies,A gripping story of survival and redemption set against breathtaking landscapes.
s05680,Movie,Untitled Film 2816,,"Actor 464, Actor 328, Actor 137, Actor 348, Actor 342",France,"September 18, 2020",1998,NR,125 min,Stand-Up Comedy,A detective must race against time to solve a series of mysterious disappearances.
s05681,TV Show,Untitled Series 1838,,"Actor 97, Actor 24, Actor 488, Actor 142, Actor 240",United States,"August 30, 2021",1950,NR,2 Seasons,Kids' TV,Ancient myths intertwine with modern life in this visually stunning epic.
s05682,Movie,Untitled Film 4085,David Fincher,"Actor 392, Scarlett Johansson, Actor 467",France,"March 09, 2011",1988,PG-13,73 min,Sports Movies,An unlikely friendship forms between two strangers in extraordinary circumstances.
s05683,TV Show,Untitled Series 1577,,"Actor 78, Actor 194, Actor 115, Actor 276, Actor 414, Actor 487, Actor 390",India,"April 24, 2017",2007,TV-14,3 Seasons,"Romantic TV Shows, TV Comedies",A single decision ripples through generations in this powerful generational saga.
s05684,TV Show,Untitled Series 2310,Director 153,"Actor 133, Actor 316, Actor 206, Actor 70, Actor 296",United States,"June 07, 2014",2016,TV-14,1 Season,TV Comedies,A detective must race against time to solve a series of mysterious disappearances.
s05685,Movie,Untitled Film 3634,Director 95,"Actor 77, Actor 271, Actor 45, Actor 81, Actor 71",United Kingdom,"November 14, 2017",1967,NR,174 min,LGBTQ Movies,"Secrets buried for decades resurface, threatening to destroy everything."
s05686,Movie,Untitled Film 3072,Director 80,"Actor 426, Actor 422, Actor 335, Actor 205, Actor 334",Canada,"August 24, 2018",2021,PG-13,113 min,Sports Movies,A gripping story of survival and redemption set against breathtaking landscapes.
s05687,TV Show,Untitled Series 1256,Director 79,,United States,"March 18, 2008",1974,TV-Y7-FV,6 Seasons,"Kids' TV, TV Sci-Fi & Fantasy","When the rules no longer apply, how far will you go to protect what you love?"
